Index	chr	str	end	name	PeakID	Chr_Homer	Start_Homer	End_Homer	CpG%	GC%
285	chr1	22451851	22531157	ENSG00000184677	NaN	NaN	NaN	NaN	0.010895	0.426979
286	chr1	22563564	22603594	ENSG00000070886	NaN	NaN	NaN	NaN	0.024257	0.567924
287	chr1	22636506	22639608	ENSG00000173372	NaN	NaN	NaN	NaN	0.017414	0.568021
288	chr1	22643630	22648110	ENSG00000159189	NaN	NaN	NaN	NaN	0.018531	0.546652
289	chr1	22652762	22661538	ENSG00000173369	NaN	NaN	NaN	NaN	0.012764	0.511395
290	chr1	22710839	22921500	ENSG00000133216	NaN	NaN	NaN	NaN	0.015553	0.521829
291	chr1	22953043	22965338	ENSG00000215906	NaN	NaN	NaN	NaN	0.02367	0.52257
292	chr1	23010834	23015850	ENSG00000227868	NaN	NaN	NaN	NaN	0.014158	0.458931
293	chr1	23019448	23083689	ENSG00000004487	NaN	NaN	NaN	NaN	0.009418	0.391635
294	chr1	23084023	23177808	ENSG00000169641	NaN	NaN	NaN	NaN	0.012561	0.432809
295	chr1	23191895	23194729	ENSG00000179546	NaN	NaN	NaN	NaN	0.021179	0.48765
296	chr1	23303771	23344336	ENSG00000125944	NaN	NaN	NaN	NaN	0.012696	0.388463
297	chr1	23359448	23369442	ENSG00000125945	NaN	NaN	NaN	NaN	0.021515	0.460076
298	chr1	23368997	23371839	ENSG00000249087	NaN	NaN	NaN	NaN	0.028863	0.515482
299	chr1	23381061	23424740	ENSG00000204219	NaN	NaN	NaN	NaN	0.01534	0.485565
300	chr1	23428563	23484568	ENSG00000088280	NaN	NaN	NaN	NaN	0.015052	0.496706
301	chr1	23506430	23531220	ENSG00000007968	NaN	NaN	NaN	NaN	0.015531	0.51662
302	chr1	23557918	23559794	ENSG00000117318	NaN	NaN	NaN	NaN	0.0544	0.573028
303	chr1	23581495	23640568	ENSG00000197880	NaN	NaN	NaN	NaN	0.015016	0.495658
304	chr1	23691779	23696425	ENSG00000142676	NaN	NaN	NaN	NaN	0.016577	0.461903
305	chr1	23743155	23762059	ENSG00000011007	NaN	NaN	NaN	NaN	0.018992	0.456993
306	chr1	23778405	23788232	ENSG00000057757	NaN	NaN	NaN	NaN	0.019845	0.445813
307	chr1	23790970	23795539	ENSG00000011009	NaN	NaN	NaN	NaN	0.028021	0.623769
308	chr1	23795599	23800804	ENSG00000117308	NaN	NaN	NaN	NaN	0.031706	0.600961
309	chr1	23801885	23838620	ENSG00000117305	NaN	NaN	NaN	NaN	0.014401	0.468436
310	chr1	23845077	23868294	ENSG00000179163	NaN	NaN	NaN	NaN	0.018134	0.457036
311	chr1	23870526	23913362	ENSG00000188822	NaN	NaN	NaN	NaN	0.015898	0.476352
312	chr1	23959109	23963462	ENSG00000189266	NaN	NaN	NaN	NaN	0.030101	0.43717
313	chr1	23964804	23980927	ENSG00000188529	NaN	NaN	NaN	NaN	0.014576	0.39025
314	chr1	24056035	24112175	ENSG00000142661	NaN	NaN	NaN	NaN	0.017029	0.526345
315	chr1	24119771	24143121	ENSG00000142677	NaN	NaN	NaN	NaN	0.012806	0.483983
316	chr1	24154157	24187959	ENSG00000185436	NaN	NaN	NaN	NaN	0.015029	0.473729
317	chr1	24319322	24364482	ENSG00000158055	NaN	NaN	NaN	NaN	0.015855	0.510053
318	chr1	24356999	24416934	ENSG00000001460	NaN	NaN	NaN	NaN	0.013465	0.440911
319	chr1	24415794	24472976	ENSG00000001461	NaN	NaN	NaN	NaN	0.011525	0.449949
320	chr1	24502351	24541040	ENSG00000117602	NaN	NaN	NaN	NaN	0.01693	0.422601
321	chr1	24556111	24609328	ENSG00000184454	NaN	NaN	NaN	NaN	0.014995	0.479057
322	chr1	24631716	24673267	ENSG00000133226	NaN	NaN	NaN	NaN	0.015957	0.417607
323	chr1	24745357	24844324	ENSG00000169504	NaN	NaN	NaN	NaN	0.014035	0.416694
324	chr1	24899511	24965121	ENSG00000020633	NaN	NaN	NaN	NaN	0.024341	0.54798
325	chr1	25222679	25232502	ENSG00000117614	NaN	NaN	NaN	NaN	0.015781	0.436119
326	chr1	25242237	25338213	ENSG00000117616	NaN	NaN	NaN	NaN	0.016556	0.46396
327	chr1	25272393	25330445	ENSG00000187010	NaN	NaN	NaN	NaN	0.01335	0.466633
328	chr1	25337917	25362361	ENSG00000183726	NaN	NaN	NaN	NaN	0.014933	0.42043
329	chr1	25362249	25430192	ENSG00000188672	NaN	NaN	NaN	NaN	0.013512	0.468039
330	chr1	25430858	25500209	ENSG00000204178	NaN	NaN	NaN	NaN	0.010627	0.406872
331	chr1	25543580	25568886	ENSG00000157978	NaN	NaN	NaN	NaN	0.018218	0.546234
332	chr1	25617468	25786207	ENSG00000117643	NaN	NaN	NaN	NaN	0.013102	0.464199
333	chr1	25800176	25818224	ENSG00000162430	NaN	NaN	NaN	NaN	0.022054	0.567598
334	chr1	25811470	25823744	ENSG00000255054	NaN	NaN	NaN	NaN	0.025666	0.560534
335	chr1	25818640	25832942	ENSG00000117640	NaN	NaN	NaN	NaN	0.017831	0.494336
336	chr1	25831913	25859458	ENSG00000127423	NaN	NaN	NaN	NaN	0.012416	0.425413
337	chr1	25861210	25871253	ENSG00000182749	NaN	NaN	NaN	NaN	0.016829	0.5116
338	chr1	25884181	25906991	ENSG00000117632	NaN	NaN	NaN	NaN	0.01837	0.482376
339	chr1	25959767	25998157	ENSG00000158006	NaN	NaN	NaN	NaN	0.012738	0.45676
340	chr1	26019884	26036464	ENSG00000158008	NaN	NaN	NaN	NaN	0.018517	0.554101
341	chr1	26037252	26046133	ENSG00000158014	NaN	NaN	NaN	NaN	0.019932	0.558946
342	chr1	26051304	26068436	ENSG00000158022	NaN	NaN	NaN	NaN	0.013543	0.499183
343	chr1	26111165	26125543	ENSG00000175087	NaN	NaN	NaN	NaN	0.022884	0.431006
344	chr1	26159020	26162628	ENSG00000197245	NaN	NaN	NaN	NaN	0.043526	0.597284
345	chr1	26169871	26172060	ENSG00000142684	NaN	NaN	NaN	NaN	0.043876	0.616263
346	chr1	26177403	26189886	ENSG00000142675	NaN	NaN	NaN	NaN	0.017225	0.552351
347	chr1	26190561	26202968	ENSG00000188782	NaN	NaN	NaN	NaN	0.016685	0.50802
348	chr1	26234153	26279038	ENSG00000130695	NaN	NaN	NaN	NaN	0.013925	0.447655
349	chr1	26279176	26281522	ENSG00000142669	NaN	NaN	NaN	NaN	0.040512	0.617221
350	chr1	26281328	26318363	ENSG00000158062	NaN	NaN	NaN	NaN	0.017713	0.532496
351	chr1	26317957	26320523	ENSG00000169442	NaN	NaN	NaN	NaN	0.025341	0.545596
352	chr1	26321859	26354130	ENSG00000176092	NaN	NaN	NaN	NaN	0.017663	0.521583
353	chr1	26361634	26374522	ENSG00000176083	NaN	NaN	NaN	NaN	0.01389	0.524597
354	chr1	26410778	26429722	ENSG00000131914	NaN	NaN	NaN	NaN	0.015679	0.465741
355	chr1	26432282	26471294	ENSG00000117682	NaN	NaN	NaN	NaN	0.012407	0.454681
356	chr1	26472450	26475972	ENSG00000198830	NaN	NaN	NaN	NaN	0.038909	0.483532
357	chr1	26529761	26575030	ENSG00000117676	NaN	NaN	NaN	NaN	0.016789	0.535134
358	chr1	26696033	26782104	ENSG00000117713	NaN	NaN	NaN	NaN	0.013977	0.459307
359	chr1	26787472	26798398	ENSG00000060642	NaN	NaN	NaN	NaN	0.020778	0.483434
360	chr1	26826710	26857602	ENSG00000204160	NaN	NaN	NaN	NaN	0.016574	0.515862
361	chr1	26863138	26864457	ENSG00000175793	NaN	NaN	NaN	NaN	0.0478	0.627748
362	chr1	26876133	26890297	ENSG00000142751	NaN	NaN	NaN	NaN	0.018993	0.487433
363	chr1	26890488	26900466	ENSG00000198746	NaN	NaN	NaN	NaN	0.019144	0.501203
364	chr1	26900238	26946862	ENSG00000090273	NaN	NaN	NaN	NaN	0.018038	0.484321
365	chr1	26911489	26913966	ENSG00000131910	NaN	NaN	NaN	NaN	0.01454	0.534921
366	chr1	26949562	26960406	ENSG00000175707	NaN	NaN	NaN	NaN	0.020751	0.512818
367	chr1	26993707	27000898	ENSG00000253368	NaN	NaN	NaN	NaN	0.031154	0.557781
368	chr1	27005020	27012836	ENSG00000158246	NaN	NaN	NaN	NaN	0.024696	0.555015
369	chr1	27098815	27166981	ENSG00000090020	NaN	NaN	NaN	NaN	0.01558	0.517076
370	chr1	27234516	27308633	ENSG00000142784	NaN	NaN	NaN	NaN	0.013911	0.465116
371	chr1	27322145	27336400	ENSG00000186501	NaN	NaN	NaN	NaN	0.019714	0.518765
372	chr1	27342020	27353937	ENSG00000142765	NaN	NaN	NaN	NaN	0.033568	0.582361
373	chr1	27355184	27366892	ENSG00000142733	NaN	NaN	NaN	NaN	0.037841	0.60796
374	chr1	27369112	27374824	ENSG00000142748	NaN	NaN	NaN	NaN	0.016284	0.544468
375	chr1	27379176	27383380	ENSG00000174950	NaN	NaN	NaN	NaN	0.021889	0.604662
376	chr1	27392644	27395814	ENSG00000181773	NaN	NaN	NaN	NaN	0.029031	0.579811
377	chr1	27404226	27490158	ENSG00000158195	NaN	NaN	NaN	NaN	0.013604	0.440034
378	chr1	27534035	27604431	ENSG00000126705	NaN	NaN	NaN	NaN	0.021933	0.563881
379	chr1	27612064	27635277	ENSG00000000938	NaN	NaN	NaN	NaN	0.0193	0.529746
380	chr1	27666061	27672218	ENSG00000126709	NaN	NaN	NaN	NaN	0.023554	0.500406
381	chr1	27725979	27763122	ENSG00000009780	NaN	NaN	NaN	NaN	0.012573	0.433514
382	chr1	27773183	27824452	ENSG00000117758	NaN	NaN	NaN	NaN	0.011703	0.414071
383	chr1	27830778	27851676	ENSG00000117751	NaN	NaN	NaN	NaN	0.015696	0.444349
384	chr1	27872543	27886685	ENSG00000130775	NaN	NaN	NaN	NaN	0.022417	0.540376
385	chr1	27891524	27914746	ENSG00000117748	NaN	NaN	NaN	NaN	0.01658	0.441564
386	chr1	27934993	27959157	ENSG00000130768	NaN	NaN	NaN	NaN	0.014319	0.498593
387	chr1	27959462	27968096	ENSG00000158156	NaN	NaN	NaN	NaN	0.025947	0.555594
388	chr1	27970344	28088696	ENSG00000158161	NaN	NaN	NaN	NaN	0.009182	0.397968
389	chr1	28147166	28193936	ENSG00000169403	NaN	NaN	NaN	NaN	0.016207	0.48003
390	chr1	28199456	28233025	ENSG00000126698	NaN	NaN	NaN	NaN	0.014121	0.431589
391	chr1	28236109	28246906	ENSG00000130770	NaN	NaN	NaN	NaN	0.018711	0.443642
392	chr1	28259527	28282491	ENSG00000130766	NaN	NaN	NaN	NaN	0.019379	0.500653
393	chr1	28329002	28335967	ENSG00000130772	NaN	NaN	NaN	NaN	0.020247	0.460445
394	chr1	28369582	28500369	ENSG00000204138	NaN	NaN	NaN	NaN	0.012702	0.424022
395	chr1	28505943	28539300	ENSG00000180198	NaN	NaN	NaN	NaN	0.023384	0.500015
396	chr1	28553085	28578545	ENSG00000180098	NaN	NaN	NaN	NaN	0.020464	0.476041
397	chr1	28589323	28643085	ENSG00000120656	NaN	NaN	NaN	NaN	0.018266	0.471746
398	chr1	28592200	28595443	ENSG00000188060	NaN	NaN	NaN	NaN	0.038556	0.581869
399	chr1	28668732	28719353	ENSG00000162419	NaN	NaN	NaN	NaN	0.019577	0.459572
400	chr1	28736621	28769775	ENSG00000198492	NaN	NaN	NaN	NaN	0.017796	0.435754
401	chr1	28812142	28871267	ENSG00000116329	NaN	NaN	NaN	NaN	0.018284	0.501378
402	chr1	28887091	29120046	ENSG00000159023	NaN	NaN	NaN	NaN	0.013602	0.434664
403	chr1	29119428	29123935	ENSG00000253304	NaN	NaN	NaN	NaN	0.071682	0.646328
404	chr1	29147743	29181987	ENSG00000116350	NaN	NaN	NaN	NaN	0.016792	0.430061
405	chr1	29192873	29230942	ENSG00000116353	NaN	NaN	NaN	NaN	0.0145	0.482151
406	chr1	29236516	29326813	ENSG00000060656	NaN	NaN	NaN	NaN	0.016811	0.51582
407	chr1	30711277	30723587	ENSG00000162510	NaN	NaN	NaN	NaN	0.027135	0.563688
408	chr1	30732469	30757820	ENSG00000162511	NaN	NaN	NaN	NaN	0.015108	0.526133
409	chr1	30869467	30908761	ENSG00000162512	NaN	NaN	NaN	NaN	0.016721	0.557184
410	chr1	30931506	31065991	ENSG00000134644	NaN	NaN	NaN	NaN	0.009032	0.399608
411	chr1	31179745	31239554	ENSG00000084628	NaN	NaN	NaN	NaN	0.016269	0.504623
412	chr1	31259568	31296782	ENSG00000060688	NaN	NaN	NaN	NaN	0.010964	0.420138
413	chr1	31296982	31364953	ENSG00000121766	NaN	NaN	NaN	NaN	0.008857	0.418649
414	chr1	31365625	31376850	ENSG00000121769	NaN	NaN	NaN	NaN	0.012919	0.506281
415	chr1	31409565	31434680	ENSG00000168528	NaN	NaN	NaN	NaN	0.018794	0.528051
416	chr1	31576485	31587686	ENSG00000142910	NaN	NaN	NaN	NaN	0.02	0.554861
417	chr1	31617686	31632518	ENSG00000121764	NaN	NaN	NaN	NaN	0.019891	0.546993
418	chr1	31629862	31644896	ENSG00000162517	NaN	NaN	NaN	NaN	0.012639	0.483571
419	chr1	31652247	31704319	ENSG00000084636	NaN	NaN	NaN	NaN	0.017092	0.560013
420	chr1	31727117	31764893	ENSG00000121753	NaN	NaN	NaN	NaN	0.025864	0.587489
421	chr1	31790422	31816051	ENSG00000134668	NaN	NaN	NaN	NaN	0.013696	0.493035
422	chr1	31906421	31944856	ENSG00000184007	NaN	NaN	NaN	NaN	0.01673	0.418343
423	chr1	32013829	32060850	ENSG00000121774	NaN	NaN	NaN	NaN	0.015547	0.436316
424	chr1	32072031	32102866	ENSG00000121775	NaN	NaN	NaN	NaN	0.018875	0.488503
425	chr1	32108038	32176568	ENSG00000025800	NaN	NaN	NaN	NaN	0.012608	0.442098
426	chr1	32179686	32198285	ENSG00000084652	NaN	NaN	NaN	NaN	0.017851	0.50293
427	chr1	32200386	32205387	ENSG00000160050	NaN	NaN	NaN	NaN	0.0238	0.546291
428	chr1	32205661	32208687	ENSG00000160051	NaN	NaN	NaN	NaN	0.023802	0.553866
429	chr1	32209094	32216196	ENSG00000222046	NaN	NaN	NaN	NaN	0.014223	0.5314
430	chr1	32214472	32222359	ENSG00000160055	NaN	NaN	NaN	NaN	0.014963	0.514518
431	chr1	32221928	32231604	ENSG00000084623	NaN	NaN	NaN	NaN	0.021705	0.505064
432	chr1	32247233	32248856	ENSG00000183615	NaN	NaN	NaN	NaN	0.02651	0.602588
433	chr1	32251239	32286165	ENSG00000182866	NaN	NaN	NaN	NaN	0.016722	0.495877
434	chr1	32292086	32333635	ENSG00000116478	NaN	NaN	NaN	NaN	0.015741	0.467881
435	chr1	32333832	32336379	ENSG00000175130	NaN	NaN	NaN	NaN	0.067164	0.641932
436	chr1	32351521	32364312	ENSG00000162526	NaN	NaN	NaN	NaN	0.026349	0.546947
437	chr1	32361270	32364278	ENSG00000225828	NaN	NaN	NaN	NaN	0.054872	0.613032
438	chr1	32365103	32394731	ENSG00000160058	NaN	NaN	NaN	NaN	0.014244	0.479884
439	chr1	32465057	32600792	ENSG00000254553	NaN	NaN	NaN	NaN	0.016643	0.452377
440	chr1	32465069	32496686	ENSG00000273274	NaN	NaN	NaN	NaN	0.014676	0.451245
441	chr1	32539427	32605939	ENSG00000160062	NaN	NaN	NaN	NaN	0.015336	0.434478
442	chr1	32600172	32650903	ENSG00000176261	NaN	NaN	NaN	NaN	0.016282	0.443673
443	chr1	32651142	32686211	ENSG00000162521	NaN	NaN	NaN	NaN	0.016397	0.429411
444	chr1	32680360	32703596	ENSG00000162520	NaN	NaN	NaN	NaN	0.018722	0.480935
445	chr1	32741885	32774970	ENSG00000162522	NaN	NaN	NaN	NaN	0.021491	0.543811
446	chr1	32775237	32818153	ENSG00000134684	NaN	NaN	NaN	NaN	0.017686	0.46351
447	chr1	32816767	32858879	ENSG00000116497	NaN	NaN	NaN	NaN	0.014034	0.414395
448	chr1	32862268	32872482	ENSG00000160097	NaN	NaN	NaN	NaN	0.021541	0.540141
449	chr1	32885994	32898441	ENSG00000121905	NaN	NaN	NaN	NaN	0.027077	0.571222
450	chr1	32894594	32901438	ENSG00000121900	NaN	NaN	NaN	NaN	0.022505	0.573203
451	chr1	32936445	32964685	ENSG00000116514	NaN	NaN	NaN	NaN	0.016325	0.443378
452	chr1	33007940	33080996	ENSG00000004455	NaN	NaN	NaN	NaN	0.013716	0.463206
453	chr1	33081104	33120530	ENSG00000142920	NaN	NaN	NaN	NaN	0.012276	0.45924
454	chr1	33145402	33182059	ENSG00000116525	NaN	NaN	NaN	NaN	0.017078	0.518509
455	chr1	33256545	33300719	ENSG00000160094	NaN	NaN	NaN	NaN	0.015802	0.505592
456	chr1	33306766	33321098	ENSG00000184389	NaN	NaN	NaN	NaN	0.024423	0.541864
457	chr1	33323623	33431052	ENSG00000134686	NaN	NaN	NaN	NaN	0.012482	0.450947
458	chr1	33472645	33496507	ENSG00000121903	NaN	NaN	NaN	NaN	0.008508	0.433074
459	chr1	33513999	34165842	ENSG00000121904	NaN	NaN	NaN	NaN	0.010172	0.446436
460	chr1	33860475	33864791	ENSG00000176256	NaN	NaN	NaN	NaN	0.008343	0.454588
461	chr1	34166883	34219131	ENSG00000142698	NaN	NaN	NaN	NaN	0.010393	0.4751
462	chr1	34712737	34859816	ENSG00000163866	NaN	NaN	NaN	NaN	0.013162	0.488143
463	chr1	34755047	34758512	ENSG00000189280	NaN	NaN	NaN	NaN	0.017898	0.541703
464	chr1	34759741	34763724	ENSG00000189433	NaN	NaN	NaN	NaN	0.019086	0.561386
465	chr1	34781189	34786369	ENSG00000188910	NaN	NaN	NaN	NaN	0.029349	0.569112
466	chr1	34792998	34795747	ENSG00000187513	NaN	NaN	NaN	NaN	0.032023	0.593307
467	chr1	34865436	34929585	ENSG00000116544	NaN	NaN	NaN	NaN	0.015433	0.485884
468	chr1	34981533	35031741	ENSG00000271741	NaN	NaN	NaN	NaN	0.011054	0.398044
469	chr1	34981535	34985353	ENSG00000243749	NaN	NaN	NaN	NaN	0.021483	0.517548
470	chr1	34986165	35031968	ENSG00000163867	NaN	NaN	NaN	NaN	0.010436	0.388031
471	chr1	35059786	35115859	ENSG00000197056	NaN	NaN	NaN	NaN	0.012751	0.416671
472	chr1	35176378	35193148	ENSG00000116560	NaN	NaN	NaN	NaN	0.018785	0.418247
473	chr1	35268967	35422058	ENSG00000146463	NaN	NaN	NaN	NaN	0.009792	0.392217
474	chr1	35433490	35557950	ENSG00000142687	NaN	NaN	NaN	NaN	0.008672	0.418671
475	chr1	35557473	35567274	ENSG00000020129	NaN	NaN	NaN	NaN	0.026633	0.577084
476	chr1	35573370	35595328	ENSG00000116819	NaN	NaN	NaN	NaN	0.025368	0.525321
477	chr1	35599544	35641844	ENSG00000126067	NaN	NaN	NaN	NaN	0.010804	0.411017
478	chr1	35713875	35719472	ENSG00000142686	NaN	NaN	NaN	NaN	0.024482	0.537431
479	chr1	35720218	35769967	ENSG00000092853	NaN	NaN	NaN	NaN	0.01196	0.427908
480	chr1	35808172	35857890	ENSG00000134698	NaN	NaN	NaN	NaN	0.012189	0.415322
481	chr1	35869808	35929610	ENSG00000092847	NaN	NaN	NaN	NaN	0.01219	0.449082
482	chr1	35930718	36072500	ENSG00000126070	NaN	NaN	NaN	NaN	0.010132	0.384935
483	chr1	36084075	36088275	ENSG00000092850	NaN	NaN	NaN	NaN	0.032389	0.583333
484	chr1	36088875	36093932	ENSG00000116863	NaN	NaN	NaN	NaN	0.031646	0.551513
485	chr1	36095236	36125220	ENSG00000171812	NaN	NaN	NaN	NaN	0.019945	0.55633
486	chr1	36136570	36156053	ENSG00000054116	NaN	NaN	NaN	NaN	0.019095	0.498024
487	chr1	36155579	36180849	ENSG00000116871	NaN	NaN	NaN	NaN	0.025644	0.546617
488	chr1	36224416	36305357	ENSG00000054118	NaN	NaN	NaN	NaN	0.014727	0.43717
489	chr1	36306387	36324886	ENSG00000214193	NaN	NaN	NaN	NaN	0.034004	0.54084
490	chr1	36322031	36324154	ENSG00000142694	NaN	NaN	NaN	NaN	0.083883	0.701837
491	chr1	36323734	36329221	ENSG00000116883	NaN	NaN	NaN	NaN	0.01914	0.528522
492	chr1	36339624	36385896	ENSG00000196182	NaN	NaN	NaN	NaN	0.017765	0.5228
493	chr1	36391238	36397892	ENSG00000181817	NaN	NaN	NaN	NaN	0.024801	0.506462
494	chr1	36415827	36450451	ENSG00000116885	NaN	NaN	NaN	NaN	0.014066	0.454425
495	chr1	36455718	36464437	ENSG00000116898	NaN	NaN	NaN	NaN	0.01732	0.492832
496	chr1	36466043	36483278	ENSG00000119535	NaN	NaN	NaN	NaN	0.015493	0.531651
497	chr1	36795527	37034129	ENSG00000163873	NaN	NaN	NaN	NaN	0.012112	0.500945
498	chr1	37474552	37484379	ENSG00000163874	NaN	NaN	NaN	NaN	0.025952	0.593263
499	chr1	37492575	37514774	ENSG00000163875	NaN	NaN	NaN	NaN	0.013154	0.427407
500	chr1	37534449	37554302	ENSG00000163877	NaN	NaN	NaN	NaN	0.016724	0.431874
501	chr1	37556919	37566857	ENSG00000163879	NaN	NaN	NaN	NaN	0.013887	0.492453
502	chr1	37566816	37595935	ENSG00000134697	NaN	NaN	NaN	NaN	0.012776	0.427762
503	chr1	37611350	37634923	ENSG00000169218	NaN	NaN	NaN	NaN	0.01646	0.525856
504	chr1	37681570	37692249	ENSG00000116922	NaN	NaN	NaN	NaN	0.021446	0.48394
505	chr1	37692418	37709719	ENSG00000134690	NaN	NaN	NaN	NaN	0.013699	0.458124
506	chr1	37713880	37765133	ENSG00000183317	NaN	NaN	NaN	NaN	0.018204	0.503658
507	chr1	37793802	37801137	ENSG00000185090	NaN	NaN	NaN	NaN	0.030679	0.547239
508	chr1	37802944	37808185	ENSG00000196449	NaN	NaN	NaN	NaN	0.025573	0.494944
509	chr1	37806979	37809454	ENSG00000197982	NaN	NaN	NaN	NaN	0.065885	0.632323
510	chr1	37809567	37859620	ENSG00000188786	NaN	NaN	NaN	NaN	0.010429	0.436078
511	chr1	37860697	37947057	ENSG00000204084	NaN	NaN	NaN	NaN	0.017335	0.466408
512	chr1	37956975	37990921	ENSG00000183431	NaN	NaN	NaN	NaN	0.015613	0.445885
513	chr1	37996770	38005606	ENSG00000183386	NaN	NaN	NaN	NaN	0.024561	0.56847
514	chr1	38009258	38024824	ENSG00000183520	NaN	NaN	NaN	NaN	0.016319	0.445715
515	chr1	38043827	38046794	ENSG00000185668	NaN	NaN	NaN	NaN	0.098112	0.631614
516	chr1	38838198	38859823	ENSG00000116954	NaN	NaN	NaN	NaN	0.014706	0.414566
517	chr1	38839333	38874494	ENSG00000273637	NaN	NaN	NaN	NaN	0.017435	0.428202
518	chr1	38862964	38874105	ENSG00000214114	NaN	NaN	NaN	NaN	0.019479	0.443138
519	chr1	38864501	38881617	ENSG00000274944	NaN	NaN	NaN	NaN	0.020099	0.438888
520	chr1	38874451	38881587	ENSG00000131233	NaN	NaN	NaN	NaN	0.01794	0.42727
521	chr1	38885807	38941799	ENSG00000158315	NaN	NaN	NaN	NaN	0.013574	0.446099
522	chr1	38991223	39006059	ENSG00000174574	NaN	NaN	NaN	NaN	0.018065	0.439
523	chr1	39026318	39034636	ENSG00000168653	NaN	NaN	NaN	NaN	0.023686	0.465497
524	chr1	39081316	39487177	ENSG00000127603	NaN	NaN	NaN	NaN	0.013592	0.448606
525	chr1	39491646	39525935	ENSG00000183682	NaN	NaN	NaN	NaN	0.024848	0.550001
526	chr1	39560816	39576790	ENSG00000090621	NaN	NaN	NaN	NaN	0.019909	0.472706
527	chr1	39624153	39639945	ENSG00000163909	NaN	NaN	NaN	NaN	0.020898	0.522036
528	chr1	39659121	39672038	ENSG00000116981	NaN	NaN	NaN	NaN	0.016027	0.521793
529	chr1	39678648	39691689	ENSG00000116983	NaN	NaN	NaN	NaN	0.018558	0.528334
530	chr1	39692182	39763914	ENSG00000084072	NaN	NaN	NaN	NaN	0.011961	0.450385
531	chr1	39757182	39788861	ENSG00000116985	NaN	NaN	NaN	NaN	0.025664	0.555605
532	chr1	39769523	39771348	ENSG00000198754	NaN	NaN	NaN	NaN	0.07511	0.633973
533	chr1	39841022	39883511	ENSG00000043514	NaN	NaN	NaN	NaN	0.011839	0.42458
534	chr1	39895426	39902256	ENSG00000116990	NaN	NaN	NaN	NaN	0.031923	0.53675
535	chr1	39955112	39969968	ENSG00000168389	NaN	NaN	NaN	NaN	0.019253	0.537022
536	chr1	40040233	40072649	ENSG00000131236	NaN	NaN	NaN	NaN	0.012587	0.432688
537	chr1	40072705	40097703	ENSG00000131238	NaN	NaN	NaN	NaN	0.013202	0.440715
538	chr1	40161373	40240921	ENSG00000117000	NaN	NaN	NaN	NaN	0.0111	0.396905
539	chr1	40245947	40251691	ENSG00000188800	NaN	NaN	NaN	NaN	0.012363	0.430362
540	chr1	40258107	40294184	ENSG00000084073	NaN	NaN	NaN	NaN	0.011836	0.407822
541	chr1	40300487	40317816	ENSG00000049089	NaN	NaN	NaN	NaN	0.027297	0.574297
542	chr1	40344850	40423326	ENSG00000084070	NaN	NaN	NaN	NaN	0.010628	0.419504
543	chr1	40450102	40463718	ENSG00000187801	NaN	NaN	NaN	NaN	0.011972	0.418038
544	chr1	40477215	40496343	ENSG00000187815	NaN	NaN	NaN	NaN	0.012809	0.411596
545	chr1	40508741	40516556	ENSG00000164002	NaN	NaN	NaN	NaN	0.017533	0.436596
546	chr1	40531561	40548169	ENSG00000117010	NaN	NaN	NaN	NaN	0.010658	0.403119
547	chr1	40620679	40665657	ENSG00000117016	NaN	NaN	NaN	NaN	0.013251	0.513918
548	chr1	40691570	40771603	ENSG00000066136	NaN	NaN	NaN	NaN	0.010808	0.426662
549	chr1	40784012	40840452	ENSG00000117013	NaN	NaN	NaN	NaN	0.019526	0.55427
550	chr1	40861051	40862366	ENSG00000179862	NaN	NaN	NaN	NaN	0.112633	0.734601
551	chr1	40979335	41012565	ENSG00000171793	NaN	NaN	NaN	NaN	0.016492	0.452723
552	chr1	41015597	41023237	ENSG00000171790	NaN	NaN	NaN	NaN	0.022647	0.573298
553	chr1	41027200	41242154	ENSG00000010803	NaN	NaN	NaN	NaN	0.007861	0.407769
554	chr1	41361922	41383590	ENSG00000204060	NaN	NaN	NaN	NaN	0.025107	0.580257
555	chr1	41478775	41484673	ENSG00000127129	NaN	NaN	NaN	NaN	0.019501	0.569854
556	chr1	41506365	42035925	ENSG00000127124	NaN	NaN	NaN	NaN	0.012862	0.500285
557	chr1	42153421	42155824	ENSG00000044012	NaN	NaN	NaN	NaN	0.022898	0.599251
558	chr1	42162691	42164718	ENSG00000197273	NaN	NaN	NaN	NaN	0.018756	0.575728
559	chr1	42176539	42335877	ENSG00000198815	NaN	NaN	NaN	NaN	0.007721	0.383455
560	chr1	42380795	42422578	ENSG00000177181	NaN	NaN	NaN	NaN	0.011967	0.436086
561	chr1	42430329	42456267	ENSG00000066185	NaN	NaN	NaN	NaN	0.011644	0.428291
562	chr1	42456117	42473385	ENSG00000127125	NaN	NaN	NaN	NaN	0.015347	0.422921
563	chr1	42463330	42654664	ENSG00000186409	NaN	NaN	NaN	NaN	0.006791	0.386686
564	chr1	42658425	42676758	ENSG00000171960	NaN	NaN	NaN	NaN	0.011183	0.438008
565	chr1	42682427	42702349	ENSG00000065978	NaN	NaN	NaN	NaN	0.015812	0.404126
566	chr1	42733093	42740254	ENSG00000164007	NaN	NaN	NaN	NaN	0.018575	0.595587
567	chr1	42746335	42767084	ENSG00000117385	NaN	NaN	NaN	NaN	0.019568	0.500361
568	chr1	42767269	42794493	ENSG00000164008	NaN	NaN	NaN	NaN	0.014253	0.463819
