name	bins	geneID	gname	tid	strand	gene_biotype
bins41701_ENSG00000187942	bins41701	ENSG00000187942	LDLRAD2	ENST00000344642	+	protein_coding
bins41851_ENSG00000142798	bins41851	ENSG00000142798	HSPG2	ENST00000374695	-	protein_coding
bins42001_ENSG00000219073	bins42001	ENSG00000219073	CELA3B	ENST00000400277	+	protein_coding
bins42151_ENSG00000142789	bins42151	ENSG00000142789	CELA3A	ENST00000290122	+	protein_coding
bins42301_ENSG00000070831	bins42301	ENSG00000070831	CDC42	ENST00000400259	+	protein_coding
bins42451_ENSG00000162552	bins42451	ENSG00000162552	WNT4	ENST00000290167	-	protein_coding
bins42601_ENSG00000184677	bins42601	ENSG00000184677	ZBTB40	ENST00000374651	+	protein_coding
bins42751_ENSG00000070886	bins42751	ENSG00000070886	EPHA8	ENST00000166244	+	protein_coding
bins42901_ENSG00000173372	bins42901	ENSG00000173372	C1QA	ENST00000374642	+	protein_coding
bins43051_ENSG00000159189	bins43051	ENSG00000159189	C1QC	ENST00000374640	+	protein_coding
bins43201_ENSG00000173369	bins43201	ENSG00000173369	C1QB	ENST00000509305	+	protein_coding
bins43351_ENSG00000133216	bins43351	ENSG00000133216	EPHB2	ENST00000400191	+	protein_coding
bins43501_ENSG00000215906	bins43501	ENSG00000215906	LACTBL1	ENST00000426928	-	protein_coding
bins43651_ENSG00000227868	bins43651	ENSG00000227868	C1orf234	ENST00000566855	-	protein_coding
bins43801_ENSG00000004487	bins43801	ENSG00000004487	KDM1A	ENST00000356634	+	protein_coding
bins43951_ENSG00000169641	bins43951	ENSG00000169641	LUZP1	ENST00000302291	-	protein_coding
bins44101_ENSG00000179546	bins44101	ENSG00000179546	HTR1D	ENST00000374619	-	protein_coding
bins44251_ENSG00000125944	bins44251	ENSG00000125944	HNRNPR	ENST00000478691	-	protein_coding
bins44401_ENSG00000249087	bins44401	ENSG00000249087	C1orf213	ENST00000458053	+	antisense
bins44551_ENSG00000125945	bins44551	ENSG00000125945	ZNF436	ENST00000314011	-	protein_coding
bins44701_ENSG00000204219	bins44701	ENSG00000204219	TCEA3	ENST00000450454	-	protein_coding
bins44851_ENSG00000088280	bins44851	ENSG00000088280	ASAP3	ENST00000618240	-	protein_coding
bins45001_ENSG00000007968	bins45001	ENSG00000007968	E2F2	ENST00000361729	-	protein_coding
bins45151_ENSG00000117318	bins45151	ENSG00000117318	ID3	ENST00000374561	-	protein_coding
bins45301_ENSG00000197880	bins45301	ENSG00000197880	MDS2	ENST00000477916	+	protein_coding
bins45451_ENSG00000142676	bins45451	ENSG00000142676	RPL11	ENST00000374550	+	protein_coding
bins45601_ENSG00000011007	bins45601	ENSG00000011007	TCEB3	ENST00000418390	+	protein_coding
bins45751_ENSG00000057757	bins45751	ENSG00000057757	PITHD1	ENST00000246151	+	protein_coding
bins45901_ENSG00000011009	bins45901	ENSG00000011009	LYPLA2	ENST00000374514	+	protein_coding
bins46051_ENSG00000117308	bins46051	ENSG00000117308	GALE	ENST00000617979	-	protein_coding
bins46201_ENSG00000117305	bins46201	ENSG00000117305	HMGCL	ENST00000374487	-	protein_coding
bins46351_ENSG00000179163	bins46351	ENSG00000179163	FUCA1	ENST00000374479	-	protein_coding
bins46501_ENSG00000188822	bins46501	ENSG00000188822	CNR2	ENST00000374472	-	protein_coding
bins46651_ENSG00000189266	bins46651	ENSG00000189266	PNRC2	ENST00000334351	+	protein_coding
bins46801_ENSG00000188529	bins46801	ENSG00000188529	SRSF10	ENST00000344989	-	protein_coding
bins46951_ENSG00000142661	bins46951	ENSG00000142661	MYOM3	ENST00000374434	-	protein_coding
bins47101_ENSG00000142677	bins47101	ENSG00000142677	IL22RA1	ENST00000270800	-	protein_coding
bins47251_ENSG00000185436	bins47251	ENSG00000185436	IFNLR1	ENST00000327535	-	protein_coding
bins47401_ENSG00000158055	bins47401	ENSG00000158055	GRHL3	ENST00000350501	+	protein_coding
bins47551_ENSG00000001461	bins47551	ENSG00000001461	NIPAL3	ENST00000003912	+	protein_coding
bins47701_ENSG00000001460	bins47701	ENSG00000001460	STPG1	ENST00000468303	-	protein_coding
bins47851_ENSG00000117602	bins47851	ENSG00000117602	RCAN3	ENST00000374395	+	protein_coding
bins48001_ENSG00000184454	bins48001	ENSG00000184454	NCMAP	ENST00000374392	+	protein_coding
bins48151_ENSG00000133226	bins48151	ENSG00000133226	SRRM1	ENST00000323848	+	protein_coding
bins48301_ENSG00000169504	bins48301	ENSG00000169504	CLIC4	ENST00000374379	+	protein_coding
bins48451_ENSG00000020633	bins48451	ENSG00000020633	RUNX3	ENST00000399916	-	protein_coding
bins48601_ENSG00000117614	bins48601	ENSG00000117614	SYF2	ENST00000236273	-	protein_coding
bins48751_ENSG00000187010	bins48751	ENSG00000187010	RHD	ENST00000328664	+	protein_coding
bins48901_ENSG00000183726	bins48901	ENSG00000183726	TMEM50A	ENST00000374358	+	protein_coding
bins49051_ENSG00000117616	bins49051	ENSG00000117616	RSRP1	ENST00000473314	-	protein_coding
bins49201_ENSG00000188672	bins49201	ENSG00000188672	RHCE	ENST00000349320	-	protein_coding
bins49351_ENSG00000204178	bins49351	ENSG00000204178	TMEM57	ENST00000399766	+	protein_coding
bins49501_ENSG00000157978	bins49501	ENSG00000157978	LDLRAP1	ENST00000374338	+	protein_coding
bins49651_ENSG00000117643	bins49651	ENSG00000117643	MAN1C1	ENST00000374332	+	protein_coding
bins49801_ENSG00000162430	bins49801	ENSG00000162430	SEPN1	ENST00000361547	+	protein_coding
bins49951_ENSG00000255054	bins49951	ENSG00000255054	RP1-317E23.6	ENST00000559265	+	protein_coding
bins50101_ENSG00000117640	bins50101	ENSG00000117640	MTFR1L	ENST00000374303	+	protein_coding
bins50251_ENSG00000127423	bins50251	ENSG00000127423	AUNIP	ENST00000538789	-	protein_coding
bins50401_ENSG00000182749	bins50401	ENSG00000182749	PAQR7	ENST00000374296	-	protein_coding
bins50551_ENSG00000117632	bins50551	ENSG00000117632	STMN1	ENST00000426559	-	protein_coding
bins50701_ENSG00000158006	bins50701	ENSG00000158006	PAFAH2	ENST00000374282	-	protein_coding
bins50851_ENSG00000158008	bins50851	ENSG00000158008	EXTL1	ENST00000374280	+	protein_coding
bins51001_ENSG00000158014	bins51001	ENSG00000158014	SLC30A2	ENST00000374278	-	protein_coding
bins51151_ENSG00000158022	bins51151	ENSG00000158022	TRIM63	ENST00000374272	-	protein_coding
bins51301_ENSG00000175087	bins51301	ENSG00000175087	PDIK1L	ENST00000619836	+	protein_coding
bins51451_ENSG00000197245	bins51451	ENSG00000197245	FAM110D	ENST00000374268	+	protein_coding
bins51601_ENSG00000142684	bins51601	ENSG00000142684	ZNF593	ENST00000374266	+	protein_coding
bins51751_ENSG00000142675	bins51751	ENSG00000142675	CNKSR1	ENST00000361530	+	protein_coding
bins51901_ENSG00000188782	bins51901	ENSG00000188782	CATSPER4	ENST00000456354	+	protein_coding
bins52051_ENSG00000130695	bins52051	ENSG00000130695	CEP85	ENST00000451429	+	protein_coding
bins52201_ENSG00000142669	bins52201	ENSG00000142669	SH3BGRL3	ENST00000270792	+	protein_coding
bins52351_ENSG00000169442	bins52351	ENSG00000169442	CD52	ENST00000374213	+	protein_coding
bins52501_ENSG00000158062	bins52501	ENSG00000158062	UBXN11	ENST00000374222	-	protein_coding
bins52651_ENSG00000176092	bins52651	ENSG00000176092	AIM1L	ENST00000308182	-	protein_coding
bins52801_ENSG00000176083	bins52801	ENSG00000176083	ZNF683	ENST00000436292	-	protein_coding
bins52951_ENSG00000131914	bins52951	ENSG00000131914	LIN28A	ENST00000326279	+	protein_coding
bins53101_ENSG00000117682	bins53101	ENSG00000117682	DHDDS	ENST00000434391	+	protein_coding
bins53251_ENSG00000198830	bins53251	ENSG00000198830	HMGN2	ENST00000619352	+	protein_coding
bins53401_ENSG00000117676	bins53401	ENSG00000117676	RPS6KA1	ENST00000374168	+	protein_coding
bins53551_ENSG00000117713	bins53551	ENSG00000117713	ARID1A	ENST00000324856	+	protein_coding
bins53701_ENSG00000060642	bins53701	ENSG00000060642	PIGV	ENST00000078527	+	protein_coding
bins53851_ENSG00000204160	bins53851	ENSG00000204160	ZDHHC18	ENST00000374142	+	protein_coding
bins54001_ENSG00000175793	bins54001	ENSG00000175793	SFN	ENST00000339276	+	protein_coding
bins54151_ENSG00000142751	bins54151	ENSG00000142751	GPN2	ENST00000374135	-	protein_coding
bins54301_ENSG00000090273	bins54301	ENSG00000090273	NUDC	ENST00000435827	+	protein_coding
bins54451_ENSG00000198746	bins54451	ENSG00000198746	GPATCH3	ENST00000361720	-	protein_coding
bins54601_ENSG00000131910	bins54601	ENSG00000131910	NR0B2	ENST00000254227	-	protein_coding
bins54751_ENSG00000175707	bins54751	ENSG00000175707	KDF1	ENST00000320567	-	protein_coding
bins54901_ENSG00000253368	bins54901	ENSG00000253368	TRNP1	ENST00000522111	+	protein_coding
bins55051_ENSG00000158246	bins55051	ENSG00000158246	FAM46B	ENST00000289166	-	protein_coding
bins55201_ENSG00000090020	bins55201	ENSG00000090020	SLC9A1	ENST00000263980	-	protein_coding
bins55351_ENSG00000142784	bins55351	ENSG00000142784	WDTC1	ENST00000319394	+	protein_coding
bins55501_ENSG00000186501	bins55501	ENSG00000186501	TMEM222	ENST00000611517	+	protein_coding
bins55651_ENSG00000142765	bins55651	ENSG00000142765	SYTL1	ENST00000318074	+	protein_coding
bins55801_ENSG00000142733	bins55801	ENSG00000142733	MAP3K6	ENST00000493901	-	protein_coding
bins55951_ENSG00000142748	bins55951	ENSG00000142748	FCN3	ENST00000354982	-	protein_coding
bins56101_ENSG00000174950	bins56101	ENSG00000174950	CD164L2	ENST00000374030	-	protein_coding
bins56251_ENSG00000181773	bins56251	ENSG00000181773	GPR3	ENST00000374024	+	protein_coding
bins56401_ENSG00000158195	bins56401	ENSG00000158195	WASF2	ENST00000618852	-	protein_coding
bins56551_ENSG00000126705	bins56551	ENSG00000126705	AHDC1	ENST00000247087	-	protein_coding
bins56701_ENSG00000000938	bins56701	ENSG00000000938	FGR	ENST00000374005	-	protein_coding
bins56851_ENSG00000126709	bins56851	ENSG00000126709	IFI6	ENST00000361157	-	protein_coding
bins57001_ENSG00000009780	bins57001	ENSG00000009780	FAM76A	ENST00000373954	+	protein_coding
bins57151_ENSG00000117758	bins57151	ENSG00000117758	STX12	ENST00000373943	+	protein_coding
bins57301_ENSG00000117751	bins57301	ENSG00000117751	PPP1R8	ENST00000311772	+	protein_coding
bins57451_ENSG00000130775	bins57451	ENSG00000130775	THEMIS2	ENST00000328928	+	protein_coding
bins57601_ENSG00000117748	bins57601	ENSG00000117748	RPA2	ENST00000373912	-	protein_coding
bins57751_ENSG00000130768	bins57751	ENSG00000130768	SMPDL3B	ENST00000373894	+	protein_coding
bins57901_ENSG00000158156	bins57901	ENSG00000158156	XKR8	ENST00000373884	+	protein_coding
bins58051_ENSG00000158161	bins58051	ENSG00000158161	EYA3	ENST00000373871	-	protein_coding
bins58201_ENSG00000169403	bins58201	ENSG00000169403	PTAFR	ENST00000539896	-	protein_coding
bins58351_ENSG00000126698	bins58351	ENSG00000126698	DNAJC8	ENST00000263697	-	protein_coding
bins58501_ENSG00000130770	bins58501	ENSG00000130770	ATPIF1	ENST00000468425	+	protein_coding
bins58651_ENSG00000130766	bins58651	ENSG00000130766	SESN2	ENST00000253063	+	protein_coding
bins58801_ENSG00000130772	bins58801	ENSG00000130772	MED18	ENST00000373842	+	protein_coding
bins58951_ENSG00000204138	bins58951	ENSG00000204138	PHACTR4	ENST00000373839	+	protein_coding
bins59101_ENSG00000180198	bins59101	ENSG00000180198	RCC1	ENST00000398958	+	protein_coding
bins59251_ENSG00000180098	bins59251	ENSG00000180098	TRNAU1AP	ENST00000373830	+	protein_coding
bins59401_ENSG00000188060	bins59401	ENSG00000188060	RAB42	ENST00000373826	+	protein_coding
bins59551_ENSG00000120656	bins59551	ENSG00000120656	TAF12	ENST00000373824	-	protein_coding
bins59701_ENSG00000162419	bins59701	ENSG00000162419	GMEB1	ENST00000373816	+	protein_coding
bins59851_ENSG00000198492	bins59851	ENSG00000198492	YTHDF2	ENST00000542507	+	protein_coding
bins60001_ENSG00000116329	bins60001	ENSG00000116329	OPRD1	ENST00000234961	+	protein_coding
bins60151_ENSG00000159023	bins60151	ENSG00000159023	EPB41	ENST00000356093	+	protein_coding
bins60301_ENSG00000253304	bins60301	ENSG00000253304	TMEM200B	ENST00000521452	-	protein_coding
bins60451_ENSG00000116350	bins60451	ENSG00000116350	SRSF4	ENST00000373795	-	protein_coding
bins60601_ENSG00000116353	bins60601	ENSG00000116353	MECR	ENST00000373791	-	protein_coding
bins60751_ENSG00000060656	bins60751	ENSG00000060656	PTPRU	ENST00000373779	+	protein_coding
bins60901_ENSG00000162510	bins60901	ENSG00000162510	MATN1	ENST00000373765	-	protein_coding
bins61051_ENSG00000162511	bins61051	ENSG00000162511	LAPTM5	ENST00000294507	-	protein_coding
bins61201_ENSG00000162512	bins61201	ENSG00000162512	SDC3	ENST00000339394	-	protein_coding
bins61351_ENSG00000134644	bins61351	ENSG00000134644	PUM1	ENST00000373747	-	protein_coding
bins61501_ENSG00000084628	bins61501	ENSG00000084628	NKAIN1	ENST00000373736	-	protein_coding
bins61651_ENSG00000060688	bins61651	ENSG00000060688	SNRNP40	ENST00000263694	-	protein_coding
bins61801_ENSG00000121766	bins61801	ENSG00000121766	ZCCHC17	ENST00000546109	+	protein_coding
bins61951_ENSG00000121769	bins61951	ENSG00000121769	FABP3	ENST00000482018	-	protein_coding
bins62101_ENSG00000168528	bins62101	ENSG00000168528	SERINC2	ENST00000373710	+	protein_coding
bins62251_ENSG00000142910	bins62251	ENSG00000142910	TINAGL1	ENST00000457433	+	protein_coding
bins62401_ENSG00000121764	bins62401	ENSG00000121764	HCRTR1	ENST00000373705	+	protein_coding
bins62551_ENSG00000162517	bins62551	ENSG00000162517	PEF1	ENST00000373703	-	protein_coding
bins62701_ENSG00000084636	bins62701	ENSG00000084636	COL16A1	ENST00000373672	-	protein_coding
bins62851_ENSG00000121753	bins62851	ENSG00000121753	BAI2	ENST00000398542	-	protein_coding
bins63001_ENSG00000134668	bins63001	ENSG00000134668	SPOCD1	ENST00000360482	-	protein_coding
bins63151_ENSG00000184007	bins63151	ENSG00000184007	PTP4A2	ENST00000344035	-	protein_coding
bins63301_ENSG00000121774	bins63301	ENSG00000121774	KHDRBS1	ENST00000484270	+	protein_coding
bins63451_ENSG00000121775	bins63451	ENSG00000121775	TMEM39B	ENST00000487305	+	protein_coding
bins63601_ENSG00000025800	bins63601	ENSG00000025800	KPNA6	ENST00000373625	+	protein_coding
bins63751_ENSG00000084652	bins63751	ENSG00000084652	TXLNA	ENST00000373610	+	protein_coding
bins63901_ENSG00000160050	bins63901	ENSG00000160050	CCDC28B	ENST00000373602	+	protein_coding
bins64051_ENSG00000160051	bins64051	ENSG00000160051	IQCC	ENST00000291358	+	protein_coding
bins64201_ENSG00000222046	bins64201	ENSG00000222046	DCDC2B	ENST00000409358	+	protein_coding
bins64351_ENSG00000084623	bins64351	ENSG00000084623	EIF3I	ENST00000373586	+	protein_coding
bins64501_ENSG00000160055	bins64501	ENSG00000160055	TMEM234	ENST00000489170	-	protein_coding
bins64651_ENSG00000183615	bins64651	ENSG00000183615	FAM167B	ENST00000373582	+	protein_coding
bins64801_ENSG00000182866	bins64801	ENSG00000182866	LCK	ENST00000336890	+	protein_coding
bins64951_ENSG00000116478	bins64951	ENSG00000116478	HDAC1	ENST00000373548	+	protein_coding
bins65101_ENSG00000175130	bins65101	ENSG00000175130	MARCKSL1	ENST00000329421	-	protein_coding
bins65251_ENSG00000162526	bins65251	ENSG00000162526	TSSK3	ENST00000574315	+	protein_coding
bins65401_ENSG00000225828	bins65401	ENSG00000225828	FAM229A	ENST00000416512	-	protein_coding
bins65551_ENSG00000160058	bins65551	ENSG00000160058	BSDC1	ENST00000455895	-	protein_coding
bins65701_ENSG00000254553	bins65701	ENSG00000254553	RP1-27O5.3	ENST00000480336	+	protein_coding
bins65851_ENSG00000273274	bins65851	ENSG00000273274	ZBTB8B	ENST00000609129	+	protein_coding
bins66001_ENSG00000160062	bins66001	ENSG00000160062	ZBTB8A	ENST00000373510	+	protein_coding
bins66151_ENSG00000176261	bins66151	ENSG00000176261	ZBTB8OS	ENST00000341885	-	protein_coding
bins66301_ENSG00000162521	bins66301	ENSG00000162521	RBBP4	ENST00000373493	+	protein_coding
bins66451_ENSG00000162520	bins66451	ENSG00000162520	SYNC	ENST00000409190	-	protein_coding
bins66601_ENSG00000162522	bins66601	ENSG00000162522	KIAA1522	ENST00000401073	+	protein_coding
bins66751_ENSG00000116497	bins66751	ENSG00000116497	S100PBP	ENST00000373475	+	protein_coding
bins66901_ENSG00000134684	bins66901	ENSG00000134684	YARS	ENST00000373477	-	protein_coding
bins67051_ENSG00000160097	bins67051	ENSG00000160097	FNDC5	ENST00000373471	-	protein_coding
bins67201_ENSG00000121905	bins67201	ENSG00000121905	HPCA	ENST00000373467	+	protein_coding
bins67351_ENSG00000121900	bins67351	ENSG00000121900	TMEM54	ENST00000329151	-	protein_coding
bins67501_ENSG00000116514	bins67501	ENSG00000116514	RNF19B	ENST00000373456	-	protein_coding
bins67651_ENSG00000004455	bins67651	ENSG00000004455	AK2	ENST00000548559	-	protein_coding
bins67801_ENSG00000142920	bins67801	ENSG00000142920	AZIN2	ENST00000481886	+	protein_coding
bins67951_ENSG00000116525	bins67951	ENSG00000116525	TRIM62	ENST00000291416	-	protein_coding
bins68101_ENSG00000160094	bins68101	ENSG00000160094	ZNF362	ENST00000539719	+	protein_coding
bins68251_ENSG00000184389	bins68251	ENSG00000184389	A3GALT2	ENST00000442999	-	protein_coding
bins68401_ENSG00000134686	bins68401	ENSG00000134686	PHC2	ENST00000484692	-	protein_coding
bins68551_ENSG00000121903	bins68551	ENSG00000121903	ZSCAN20	ENST00000361328	+	protein_coding
bins68701_ENSG00000176256	bins68701	ENSG00000176256	HMGB4	ENST00000519684	+	protein_coding
bins68851_ENSG00000121904	bins68851	ENSG00000121904	CSMD2	ENST00000619121	-	protein_coding
bins69001_ENSG00000142698	bins69001	ENSG00000142698	C1orf94	ENST00000373374	+	protein_coding
bins69151_ENSG00000189280	bins69151	ENSG00000189280	GJB5	ENST00000338513	+	protein_coding
bins69301_ENSG00000189433	bins69301	ENSG00000189433	GJB4	ENST00000339480	+	protein_coding
bins69451_ENSG00000188910	bins69451	ENSG00000188910	GJB3	ENST00000373366	+	protein_coding
bins69601_ENSG00000187513	bins69601	ENSG00000187513	GJA4	ENST00000342280	+	protein_coding
bins69751_ENSG00000163866	bins69751	ENSG00000163866	SMIM12	ENST00000426886	-	protein_coding
bins69901_ENSG00000116544	bins69901	ENSG00000116544	DLGAP3	ENST00000373347	-	protein_coding
bins70051_ENSG00000243749	bins70051	ENSG00000243749	ZMYM6NB	ENST00000373337	-	protein_coding
bins70201_ENSG00000271741	bins70201	ENSG00000271741	RP11-244H3.4	ENST00000487874	-	protein_coding
bins70351_ENSG00000163867	bins70351	ENSG00000163867	ZMYM6	ENST00000493328	-	protein_coding
bins70501_ENSG00000197056	bins70501	ENSG00000197056	ZMYM1	ENST00000611874	+	protein_coding
bins70651_ENSG00000116560	bins70651	ENSG00000116560	SFPQ	ENST00000470472	-	protein_coding
bins70801_ENSG00000146463	bins70801	ENSG00000146463	ZMYM4	ENST00000314607	+	protein_coding
bins70951_ENSG00000020129	bins70951	ENSG00000020129	NCDN	ENST00000373253	+	protein_coding
bins71101_ENSG00000142687	bins71101	ENSG00000142687	KIAA0319L	ENST00000325722	-	protein_coding
bins71251_ENSG00000116819	bins71251	ENSG00000116819	TFAP2E	ENST00000373235	+	protein_coding
bins71401_ENSG00000126067	bins71401	ENSG00000126067	PSMB2	ENST00000373237	-	protein_coding
bins71551_ENSG00000142686	bins71551	ENSG00000142686	C1orf216	ENST00000270815	-	protein_coding
bins71701_ENSG00000092853	bins71701	ENSG00000092853	CLSPN	ENST00000251195	-	protein_coding
bins71851_ENSG00000134698	bins71851	ENSG00000134698	AGO4	ENST00000373210	+	protein_coding
bins72001_ENSG00000092847	bins72001	ENSG00000092847	AGO1	ENST00000373206	+	protein_coding
bins72151_ENSG00000126070	bins72151	ENSG00000126070	AGO3	ENST00000373191	+	protein_coding
bins72301_ENSG00000092850	bins72301	ENSG00000092850	TEKT2	ENST00000207457	+	protein_coding
bins72451_ENSG00000116863	bins72451	ENSG00000116863	ADPRHL2	ENST00000373178	+	protein_coding
bins72601_ENSG00000171812	bins72601	ENSG00000171812	COL8A2	ENST00000397799	-	protein_coding
bins72751_ENSG00000116871	bins72751	ENSG00000116871	MAP7D1	ENST00000316156	+	protein_coding
bins72901_ENSG00000054116	bins72901	ENSG00000054116	TRAPPC3	ENST00000617904	-	protein_coding
