chr	str	end	name	length	CpG%	GC%
chr1	31259568	31296782	ENSG00000060688	37214	0.010964	0.420138
chr1	31296982	31364953	ENSG00000121766	67971	0.008857	0.418649
chr1	31365625	31376850	ENSG00000121769	11225	0.012919	0.506281
chr1	31409565	31434680	ENSG00000168528	25115	0.018794	0.528051
chr1	31576485	31587686	ENSG00000142910	11201	0.02	0.554861
chr1	31617686	31632518	ENSG00000121764	14832	0.019891	0.546993
chr1	31629862	31644896	ENSG00000162517	15034	0.012639	0.483571
chr1	31652247	31704319	ENSG00000084636	52072	0.017092	0.560013
chr1	31727117	31764893	ENSG00000121753	37776	0.025864	0.587489
chr1	31790422	31816051	ENSG00000134668	25629	0.013696	0.493035
chr1	31906421	31944856	ENSG00000184007	38435	0.01673	0.418343
chr1	32013829	32060850	ENSG00000121774	47021	0.015547	0.436316
chr1	32072031	32102866	ENSG00000121775	30835	0.018875	0.488503
chr1	32108038	32176568	ENSG00000025800	68530	0.012608	0.442098
chr1	32179686	32198285	ENSG00000084652	18599	0.017851	0.50293
chr1	32200386	32205387	ENSG00000160050	5001	0.0238	0.546291
chr1	32205661	32208687	ENSG00000160051	3026	0.023802	0.553866
chr1	32209094	32216196	ENSG00000222046	7102	0.014223	0.5314
chr1	32221928	32231604	ENSG00000084623	9676	0.021705	0.505064
chr1	32214472	32222359	ENSG00000160055	7887	0.014963	0.514518
chr1	32247233	32248856	ENSG00000183615	1623	0.02651	0.602588
chr1	32251239	32286165	ENSG00000182866	34926	0.016722	0.495877
chr1	32292086	32333635	ENSG00000116478	41549	0.015741	0.467881
chr1	32333832	32336379	ENSG00000175130	2547	0.067164	0.641932
chr1	32351521	32364312	ENSG00000162526	12791	0.026349	0.546947
chr1	32361270	32364278	ENSG00000225828	3008	0.054872	0.613032
chr1	32365103	32394731	ENSG00000160058	29628	0.014244	0.479884
chr1	32465057	32600792	ENSG00000254553	135735	0.016643	0.452377
chr1	32465069	32496686	ENSG00000273274	31617	0.014676	0.451245
chr1	32539427	32605939	ENSG00000160062	66512	0.015336	0.434478
chr1	32600172	32650903	ENSG00000176261	50731	0.016282	0.443673
chr1	32651142	32686211	ENSG00000162521	35069	0.016397	0.429411
chr1	32680360	32703596	ENSG00000162520	23236	0.018722	0.480935
chr1	32741885	32774970	ENSG00000162522	33085	0.021491	0.543811
chr1	32816767	32858879	ENSG00000116497	42112	0.014034	0.414395
chr1	32775237	32818153	ENSG00000134684	42916	0.017686	0.46351
chr1	32862268	32872482	ENSG00000160097	10214	0.021541	0.540141
chr1	32885994	32898441	ENSG00000121905	12447	0.027077	0.571222
chr1	32894594	32901438	ENSG00000121900	6844	0.022505	0.573203
chr1	32936445	32964685	ENSG00000116514	28240	0.016325	0.443378
chr1	33007940	33080996	ENSG00000004455	73056	0.013716	0.463206
chr1	33081104	33120530	ENSG00000142920	39426	0.012276	0.45924
chr1	33145402	33182059	ENSG00000116525	36657	0.017078	0.518509
chr1	33256545	33300719	ENSG00000160094	44174	0.015802	0.505592
chr1	33306766	33321098	ENSG00000184389	14332	0.024423	0.541864
chr1	33323623	33431052	ENSG00000134686	107429	0.012482	0.450947
chr1	33472645	33496507	ENSG00000121903	23862	0.008508	0.433074
chr1	33860475	33864791	ENSG00000176256	4316	0.008343	0.454588
chr1	33513999	34165842	ENSG00000121904	651843	0.010172	0.446436
chr1	34166883	34219131	ENSG00000142698	52248	0.010393	0.4751
chr1	34755047	34758512	ENSG00000189280	3465	0.017898	0.541703
chr1	34759741	34763724	ENSG00000189433	3983	0.019086	0.561386
chr1	34781189	34786369	ENSG00000188910	5180	0.029349	0.569112
chr1	34792998	34795747	ENSG00000187513	2749	0.032023	0.593307
chr1	34712737	34859816	ENSG00000163866	147079	0.013162	0.488143
chr1	34865436	34929585	ENSG00000116544	64149	0.015433	0.485884
chr1	34981535	34985353	ENSG00000243749	3818	0.021483	0.517548
chr1	34981533	35031741	ENSG00000271741	50208	0.011054	0.398044
chr1	34986165	35031968	ENSG00000163867	45803	0.010436	0.388031
chr1	35059786	35115859	ENSG00000197056	56073	0.012751	0.416671
chr1	35176378	35193148	ENSG00000116560	16770	0.018785	0.418247
chr1	35268967	35422058	ENSG00000146463	153091	0.009792	0.392217
chr1	35557473	35567274	ENSG00000020129	9801	0.026633	0.577084
chr1	35433490	35557950	ENSG00000142687	124460	0.008672	0.418671
chr1	35573370	35595328	ENSG00000116819	21958	0.025368	0.525321
chr1	35599544	35641844	ENSG00000126067	42300	0.010804	0.411017
chr1	35713875	35719472	ENSG00000142686	5597	0.024482	0.537431
chr1	35720218	35769967	ENSG00000092853	49749	0.01196	0.427908
chr1	35808172	35857890	ENSG00000134698	49718	0.012189	0.415322
chr1	35869808	35929610	ENSG00000092847	59802	0.01219	0.449082
chr1	35930718	36072500	ENSG00000126070	141782	0.010132	0.384935
chr1	36084075	36088275	ENSG00000092850	4200	0.032389	0.583333
chr1	36088875	36093932	ENSG00000116863	5057	0.031646	0.551513
chr1	36095236	36125220	ENSG00000171812	29984	0.019945	0.55633
chr1	36155579	36180849	ENSG00000116871	25270	0.025644	0.546617
chr1	36136570	36156053	ENSG00000054116	19483	0.019095	0.498024
chr1	36224416	36305357	ENSG00000054118	80941	0.014727	0.43717
chr1	36306387	36324886	ENSG00000214193	18499	0.034004	0.54084
chr1	36323734	36329221	ENSG00000116883	5487	0.01914	0.528522
chr1	36322031	36324154	ENSG00000142694	2123	0.083883	0.701837
chr1	36339624	36385896	ENSG00000196182	46272	0.017765	0.5228
chr1	36391238	36397892	ENSG00000181817	6654	0.024801	0.506462
chr1	36415827	36450451	ENSG00000116885	34624	0.014066	0.454425
chr1	36455718	36464437	ENSG00000116898	8719	0.01732	0.492832
chr1	36466043	36483278	ENSG00000119535	17235	0.015493	0.531651
chr1	36795527	37034129	ENSG00000163873	238602	0.012112	0.500945
chr1	37474552	37484379	ENSG00000163874	9827	0.025952	0.593263
chr1	37492575	37514774	ENSG00000163875	22199	0.013154	0.427407
chr1	37534449	37554302	ENSG00000163877	19853	0.016724	0.431874
chr1	37556919	37566857	ENSG00000163879	9938	0.013887	0.492453
chr1	37566816	37595935	ENSG00000134697	29119	0.012776	0.427762
chr1	37611350	37634923	ENSG00000169218	23573	0.01646	0.525856
chr1	37681570	37692249	ENSG00000116922	10679	0.021446	0.48394
chr1	37692418	37709719	ENSG00000134690	17301	0.013699	0.458124
chr1	37713880	37765133	ENSG00000183317	51253	0.018204	0.503658
chr1	37793802	37801137	ENSG00000185090	7335	0.030679	0.547239
chr1	37806979	37809454	ENSG00000197982	2475	0.065885	0.632323
chr1	37802944	37808185	ENSG00000196449	5241	0.025573	0.494944
chr1	37809567	37859620	ENSG00000188786	50053	0.010429	0.436078
chr1	37860697	37947057	ENSG00000204084	86360	0.017335	0.466408
chr1	37956975	37990921	ENSG00000183431	33946	0.015613	0.445885
chr1	37996770	38005606	ENSG00000183386	8836	0.024561	0.56847
chr1	38009258	38024824	ENSG00000183520	15566	0.016319	0.445715
chr1	38043827	38046794	ENSG00000185668	2967	0.098112	0.631614
chr1	38838198	38859823	ENSG00000116954	21625	0.014706	0.414566
chr1	38862964	38874105	ENSG00000214114	11141	0.019479	0.443138
chr1	38839333	38874494	ENSG00000273637	35161	0.017435	0.428202
chr1	38874451	38881587	ENSG00000131233	7136	0.01794	0.42727
chr1	38864501	38881617	ENSG00000274944	17116	0.020099	0.438888
chr1	38885807	38941799	ENSG00000158315	55992	0.013574	0.446099
chr1	38991223	39006059	ENSG00000174574	14836	0.018065	0.439
chr1	39026318	39034636	ENSG00000168653	8318	0.023686	0.465497
chr1	39081316	39487177	ENSG00000127603	405861	0.013592	0.448606
chr1	39491646	39525935	ENSG00000183682	34289	0.024848	0.550001
chr1	39560816	39576790	ENSG00000090621	15974	0.019909	0.472706
chr1	39624153	39639945	ENSG00000163909	15792	0.020898	0.522036
chr1	39659121	39672038	ENSG00000116981	12917	0.016027	0.521793
chr1	39678648	39691689	ENSG00000116983	13041	0.018558	0.528334
chr1	39692182	39763914	ENSG00000084072	71732	0.011961	0.450385
chr1	39769523	39771348	ENSG00000198754	1825	0.07511	0.633973
chr1	39757182	39788861	ENSG00000116985	31679	0.025664	0.555605
chr1	39841022	39883511	ENSG00000043514	42489	0.011839	0.42458
chr1	39895426	39902256	ENSG00000116990	6830	0.031923	0.53675
chr1	39955112	39969968	ENSG00000168389	14856	0.019253	0.537022
chr1	40040233	40072649	ENSG00000131236	32416	0.012587	0.432688
chr1	40072705	40097703	ENSG00000131238	24998	0.013202	0.440715
chr1	40161373	40240921	ENSG00000117000	79548	0.0111	0.396905
chr1	40245947	40251691	ENSG00000188800	5744	0.012363	0.430362
chr1	40258107	40294184	ENSG00000084073	36077	0.011836	0.407822
chr1	40300487	40317816	ENSG00000049089	17329	0.027297	0.574297
chr1	40344850	40423326	ENSG00000084070	78476	0.010628	0.419504
chr1	40450102	40463718	ENSG00000187801	13616	0.011972	0.418038
chr1	40477215	40496343	ENSG00000187815	19128	0.012809	0.411596
chr1	40508741	40516556	ENSG00000164002	7815	0.017533	0.436596
chr1	40531561	40548169	ENSG00000117010	16608	0.010658	0.403119
chr1	40620679	40665657	ENSG00000117016	44978	0.013251	0.513918
chr1	40691570	40771603	ENSG00000066136	80033	0.010808	0.426662
chr1	40784012	40840452	ENSG00000117013	56440	0.019526	0.55427
chr1	40861051	40862366	ENSG00000179862	1315	0.112633	0.734601
chr1	40979335	41012565	ENSG00000171793	33230	0.016492	0.452723
chr1	41015597	41023237	ENSG00000171790	7640	0.022647	0.573298
chr1	41027200	41242154	ENSG00000010803	214954	0.007861	0.407769
chr1	41361922	41383590	ENSG00000204060	21668	0.025107	0.580257
chr1	41478775	41484673	ENSG00000127129	5898	0.019501	0.569854
chr1	41506365	42035925	ENSG00000127124	529560	0.012862	0.500285
chr1	42153421	42155824	ENSG00000044012	2403	0.022898	0.599251
chr1	42162691	42164718	ENSG00000197273	2027	0.018756	0.575728
chr1	42176539	42335877	ENSG00000198815	159338	0.007721	0.383455
chr1	42380795	42422578	ENSG00000177181	41783	0.011967	0.436086
chr1	42456117	42473385	ENSG00000127125	17268	0.015347	0.422921
chr1	42430329	42456267	ENSG00000066185	25938	0.011644	0.428291
chr1	42463330	42654664	ENSG00000186409	191334	0.006791	0.386686
chr1	42658425	42676758	ENSG00000171960	18333	0.011183	0.438008
chr1	42682427	42702349	ENSG00000065978	19922	0.015812	0.404126
chr1	42733093	42740254	ENSG00000164007	7161	0.018575	0.595587
chr1	42746335	42767084	ENSG00000117385	20749	0.019568	0.500361
chr1	42767269	42794493	ENSG00000164008	27224	0.014253	0.463819
chr1	42817124	42844989	ENSG00000164010	27865	0.010336	0.431294
chr1	42807052	42817252	ENSG00000177868	10200	0.01255	0.413922
chr1	42846573	42852477	ENSG00000164011	5904	0.014569	0.472561
chr1	42925375	42959173	ENSG00000117394	33798	0.019321	0.528907
chr1	43145153	43156396	ENSG00000186973	11243	0.013521	0.439118
chr1	43172149	43254358	ENSG00000243710	82209	0.011471	0.440378
chr1	43269994	43274002	ENSG00000179178	4008	0.028201	0.583084
chr1	43164175	43270936	ENSG00000117395	106761	0.011632	0.441465
chr1	43281883	43285617	ENSG00000253313	3734	0.014733	0.5391
chr1	43300993	43323108	ENSG00000066056	22115	0.017907	0.545919
chr1	43337807	43352772	ENSG00000117400	14965	0.015704	0.484664
chr1	43358955	43363203	ENSG00000117399	4248	0.019779	0.521893
chr1	43363397	43368074	ENSG00000066322	4677	0.023952	0.587556
chr1	43383917	43389808	ENSG00000159479	5891	0.011036	0.467832
chr1	43389882	43452650	ENSG00000198198	62768	0.014801	0.499618
chr1	43451003	43453989	ENSG00000178922	2986	0.039196	0.593436
chr1	43525187	43623666	ENSG00000142949	98479	0.021182	0.5569
chr1	43650158	43705515	ENSG00000066135	55357	0.012682	0.467529
chr1	43705824	43931165	ENSG00000126091	225341	0.011022	0.422492
chr1	43933320	43937241	ENSG00000117407	3921	0.043367	0.637847
chr1	43946939	43968022	ENSG00000117408	21083	0.010767	0.51653
chr1	43970000	43973369	ENSG00000132768	3369	0.022862	0.560404
chr1	43974487	43978295	ENSG00000117410	3808	0.040714	0.570903
chr1	43978943	43991170	ENSG00000117411	12227	0.028709	0.569477
chr1	43991359	43996528	ENSG00000159214	5169	0.02767	0.579609
chr1	43991500	44031467	ENSG00000196517	39967	0.022995	0.564341
chr1	44118850	44135140	ENSG00000171872	16290	0.014427	0.45353
chr1	44213455	44220681	ENSG00000178028	7226	0.019239	0.523388
chr1	44221070	44355260	ENSG00000117419	134190	0.009992	0.488953
chr1	44405194	44651724	ENSG00000187147	246530	0.014623	0.437944
chr1	44635238	44674555	ENSG00000126106	39317	0.017092	0.515579
chr1	44674692	44725591	ENSG00000198520	50899	0.015895	0.475373
chr1	44739818	44767767	ENSG00000142945	27949	0.017103	0.490787
chr1	44775251	44778779	ENSG00000142937	3528	0.042813	0.55102
chr1	44783585	44787705	ENSG00000142959	4120	0.039815	0.590291
chr1	44800225	44805990	ENSG00000173846	5765	0.035045	0.597051
chr1	44805913	44806675	ENSG00000188396	762	0.094612	0.699475
chr1	44808482	44815585	ENSG00000222009	7103	0.028724	0.561734
chr1	44819844	44843063	ENSG00000117425	23219	0.020372	0.531332
chr1	44850522	44986722	ENSG00000070785	136200	0.009872	0.427043
chr1	45002540	45011329	ENSG00000126107	8789	0.026058	0.566617
chr1	45012147	45015575	ENSG00000126088	3428	0.018675	0.523046
chr1	45016399	45306209	ENSG00000162415	289810	0.010102	0.420702
chr1	45326905	45328533	ENSG00000186603	1628	0.060848	0.627764
chr1	45339670	45343975	ENSG00000132773	4305	0.028346	0.535192
chr1	45329163	45340470	ENSG00000132781	11307	0.020166	0.510392
chr1	45343883	45491166	ENSG00000070759	147283	0.009782	0.424732
chr1	45500053	45513382	ENSG00000132763	13329	0.016131	0.479856
chr1	45511036	45523047	ENSG00000117450	12011	0.020649	0.474648
chr1	45550543	45570049	ENSG00000117448	19506	0.01656	0.490977
chr1	45583846	45618904	ENSG00000132780	35058	0.01469	0.428975
chr1	45620044	45624057	ENSG00000159588	4013	0.034895	0.581111
chr1	45687214	45694443	ENSG00000159596	7229	0.017709	0.444598
chr1	45627304	45688113	ENSG00000159592	60809	0.011956	0.411946
chr1	45694324	45750650	ENSG00000197429	56326	0.015073	0.423446
chr1	45786987	46036124	ENSG00000086015	249137	0.010622	0.401328
chr1	46040140	46133036	ENSG00000117461	92896	0.009882	0.402665
chr1	46175073	46185958	ENSG00000117472	10885	0.010933	0.506936
chr1	46175486	46176478	ENSG00000250719	992	0.0222	0.549395
chr1	46043661	46176488	ENSG00000278139	132827	0.010222	0.405779
chr1	46203334	46221261	ENSG00000171357	17927	0.014671	0.467898
chr1	46188682	46220305	ENSG00000085998	31623	0.017108	0.493849
chr1	46247688	46278473	ENSG00000085999	30785	0.010882	0.464999
chr1	46261196	46303608	ENSG00000132128	42412	0.014855	0.474158
chr1	46303631	46316776	ENSG00000173660	13145	0.022444	0.46299
chr1	46340177	46365152	ENSG00000117481	24975	0.017778	0.473433
chr1	46394265	46413848	ENSG00000117480	19583	0.019252	0.553797
chr1	46506996	46514226	ENSG00000197587	7230	0.016046	0.558645
chr1	46545644	46551527	ENSG00000162456	5883	0.017341	0.567398
chr1	46557408	46616843	ENSG00000079277	59435	0.014436	0.482443
chr1	46607715	46616891	ENSG00000142961	9176	0.01951	0.544246
chr1	46668855	46673594	ENSG00000186118	4739	0.00591	0.4885
chr1	46632737	46673867	ENSG00000123472	41130	0.008607	0.418575
chr1	46675159	46719064	ENSG00000159658	43905	0.007516	0.401685
chr1	46757838	46819413	ENSG00000142973	61575	0.006577	0.437808
chr1	46929177	46941484	ENSG00000187048	12307	0.008614	0.484684
chr1	47023568	47050751	ENSG00000186377	27183	0.007505	0.39212
chr1	47067488	47118319	ENSG00000186160	50831	0.005961	0.39773
chr1	47137435	47149741	ENSG00000162365	12306	0.009021	0.485779
chr1	47183593	47191044	ENSG00000162366	7451	0.014899	0.578983
chr1	47216290	47232220	ENSG00000162367	15930	0.026932	0.531701
chr1	47250139	47314147	ENSG00000123473	64008	0.011249	0.400169
chr1	47333797	47378839	ENSG00000162368	45042	0.015009	0.42194
chr1	47416072	47418052	ENSG00000186790	1980	0.095503	0.682323
chr1	47436017	47440691	ENSG00000186564	4674	0.08089	0.649123
chr1	47760528	47996895	ENSG00000269113	236367	0.011142	0.509177
chr1	48222685	48248644	ENSG00000117834	25959	0.009631	0.489965
chr1	48295372	48472208	ENSG00000132122	176836	0.006911	0.370063
chr1	48727523	48776969	ENSG00000162373	49446	0.008939	0.440743
chr1	48532855	50023913	ENSG00000186094	1491058	0.006871	0.436454
chr1	50048014	50203786	ENSG00000162374	155772	0.006411	0.392017
chr1	50417550	50423500	ENSG00000142700	5950	0.068247	0.601176
chr1	50437028	50960263	ENSG00000185104	523235	0.005681	0.384385
chr1	50960745	50974633	ENSG00000123080	13888	0.021243	0.409778
chr1	51102234	51148086	ENSG00000204006	45852	0.007241	0.378893
chr1	51236271	51273455	ENSG00000123091	37184	0.012667	0.412462
chr1	51287258	51345116	ENSG00000085831	57858	0.015037	0.514
chr1	51354263	51519328	ENSG00000085832	165065	0.007841	0.379665
chr1	51577179	51798427	ENSG00000117859	221248	0.009282	0.41068
chr1	51789191	51878937	ENSG00000078618	89746	0.009627	0.393455
chr1	51907956	51990764	ENSG00000169213	82808	0.009371	0.443737
chr1	52032103	52033816	ENSG00000198841	1713	0.059579	0.553999
chr1	52056125	52090716	ENSG00000134717	34591	0.0122	0.411928
chr1	52020131	52056171	ENSG00000117862	36040	0.014124	0.4303
chr1	52142094	52346686	ENSG00000157077	204592	0.011282	0.41143
chr1	52345723	52366193	ENSG00000154222	20470	0.016757	0.512213
chr1	52372829	52404459	ENSG00000085840	31630	0.014006	0.447613
chr1	52404564	52420839	ENSG00000134748	16275	0.013457	0.413948
chr1	52408282	52553487	ENSG00000134744	145205	0.009152	0.382015
chr1	52602372	52609051	ENSG00000116157	6679	0.022162	0.496781
chr1	52633344	52669683	ENSG00000182183	36339	0.012329	0.459782
chr1	52684451	52698366	ENSG00000162377	13915	0.016746	0.460438
chr1	52726467	52827342	ENSG00000162378	100875	0.012232	0.41372
chr1	52842511	52894998	ENSG00000203995	52487	0.01749	0.435632
chr1	52895910	52927212	ENSG00000121310	31302	0.016453	0.470896
chr1	52927229	53051703	ENSG00000116171	124474	0.010122	0.401868
chr1	53062052	53085502	ENSG00000174348	23450	0.021707	0.560256
chr1	53087179	53142632	ENSG00000162383	55453	0.019476	0.531856
chr1	53196429	53214197	ENSG00000157184	17768	0.011707	0.446758
chr1	53214099	53220617	ENSG00000162384	6518	0.015038	0.469316
chr1	53226892	53238610	ENSG00000162385	11718	0.015789	0.416368
chr1	53242364	53328070	ENSG00000157193	85706	0.015203	0.517758
chr1	53459399	53467488	ENSG00000143006	8089	0.027819	0.549264
chr1	53506237	53738106	ENSG00000174332	231869	0.015223	0.52843
chr1	53765460	53838860	ENSG00000058804	73400	0.010722	0.402629
chr1	53851719	53889834	ENSG00000058799	38115	0.009813	0.434658
chr1	53891239	53911086	ENSG00000211452	19847	0.013	0.479669
chr1	53916574	53945929	ENSG00000081870	29355	0.012298	0.401635
chr1	53946077	53968168	ENSG00000116212	22091	0.013807	0.430628
chr1	54007299	54018186	ENSG00000203985	10887	0.013779	0.537154
chr1	54026681	54053504	ENSG00000116209	26823	0.010141	0.388771
chr1	54053587	54112519	ENSG00000116205	58932	0.00879	0.423081
chr1	54133074	54153770	ENSG00000157211	20696	0.013626	0.494685
chr1	54184041	54225464	ENSG00000116221	41423	0.013471	0.489052
chr1	54172336	54200036	ENSG00000215883	27700	0.011878	0.489458
chr1	54141224	54200073	ENSG00000256407	58849	0.012626	0.491291
chr1	54225432	54413479	ENSG00000157216	188047	0.017893	0.517248
chr1	54542257	54639192	ENSG00000162390	96935	0.016104	0.512034
chr1	54609182	54623556	ENSG00000162391	14374	0.015794	0.51788
chr1	54641754	54710266	ENSG00000184313	68512	0.01102	0.485492
chr1	54641786	54742308	ENSG00000271723	100522	0.010442	0.46994
chr1	54715822	54742657	ENSG00000243725	26835	0.007826	0.420645
chr1	54756898	54764514	ENSG00000162396	7616	0.01891	0.497768
chr1	54779712	54801267	ENSG00000006555	21555	0.017862	0.522663
